Key	English
InventoryItemNames/InvItem_1123	Tape Measure
InventoryItemDescriptions/InvDesc_1123	Measures out tiles
InventoryItemNames/InvItem_1124	Jacaranda Sapling
InventoryItemDescriptions/InvDesc_1124	Bury it for a lil' tree.
InventoryItemNames/InvItem_1125	Small Cement Fountain
InventoryItemDescriptions/InvDesc_1125	A small water feature.
InventoryItemNames/InvItem_1126	Wattle Tea
InventoryItemDescriptions/InvDesc_1126	Refreshing!
InventoryItemNames/InvItem_1127	Bottle Brush Tea
InventoryItemDescriptions/InvDesc_1127	Healthy.
InventoryItemNames/InvItem_1128	Croco Statue
InventoryItemDescriptions/InvDesc_1128	A scary old statue.
InventoryItemNames/InvItem_1129	Frilly Statue
InventoryItemDescriptions/InvDesc_1129	A silly old statue.
InventoryItemNames/InvItem_1130	Cement Planter
InventoryItemDescriptions/InvDesc_1130	Plant flowers and other plants in it.
InventoryItemNames/InvItem_1131	Vine
InventoryItemDescriptions/InvDesc_1131	It's like nature's rope
InventoryItemNames/InvItem_1132	Vine Fence
InventoryItemDescriptions/InvDesc_1132	A fence covered in vines.
InventoryItemNames/InvItem_1133	Mossy Brick Path
InventoryItemDescriptions/InvDesc_1133	Some bricks for the ground.
InventoryItemNames/InvItem_1134	Hard Wood Market Stall
InventoryItemDescriptions/InvDesc_1134	A decorative stall for items
InventoryItemNames/InvItem_1135	Marble Fence
InventoryItemDescriptions/InvDesc_1135	Keep things in or out.
InventoryItemNames/InvItem_1136	Post Box
InventoryItemDescriptions/InvDesc_1136	Another place to check your mail
InventoryItemNames/InvItem_1137	Marble Pedestal
InventoryItemDescriptions/InvDesc_1137	A garden pedestal
InventoryItemNames/InvItem_1138	Marble Bench
InventoryItemDescriptions/InvDesc_1138	Sit down outside why don't ya.
InventoryItemNames/InvItem_1139	Marble Pillar
InventoryItemDescriptions/InvDesc_1139	A garden pillar
InventoryItemNames/InvItem_1140	Rope Fence
InventoryItemDescriptions/InvDesc_1140	Rope used to separate things.
InventoryItemNames/InvItem_1141	Gerse Shirt
InventoryItemDescriptions/InvDesc_1141	Let's Build
InventoryItemNames/InvItem_1142	Purple Jeans
InventoryItemDescriptions/InvDesc_1142	Jean wizz
InventoryItemNames/InvItem_1143	Purple Sneakers
InventoryItemDescriptions/InvDesc_1143	Got them kicks.
InventoryItemNames/InvItem_1144	Orange Sneakers
InventoryItemDescriptions/InvDesc_1144	Got them kicks.
InventoryItemNames/InvItem_1145	KD Shirt
InventoryItemDescriptions/InvDesc_1145	Look like a gent
InventoryItemNames/InvItem_1146	Orange Pants
InventoryItemDescriptions/InvDesc_1146	Nice pants.
InventoryItemNames/InvItem_1147	White Shorts
InventoryItemDescriptions/InvDesc_1147	Easy to wear.
InventoryItemNames/InvItem_1148	Reaps Shirt
InventoryItemDescriptions/InvDesc_1148	This shirt reaps
InventoryItemNames/InvItem_1149	Lime Sneakers
InventoryItemDescriptions/InvDesc_1149	Got them kicks.
InventoryItemNames/InvItem_1150	Helmet
InventoryItemDescriptions/InvDesc_1150	Safety First
InventoryItemNames/InvItem_1151	Stone Lantern
InventoryItemDescriptions/InvDesc_1151	An old lantern
InventoryItemNames/InvItem_1152	Sailor Hat
InventoryItemDescriptions/InvDesc_1152	Ahoy
InventoryItemNames/InvItem_1153	Sailor Pants
InventoryItemDescriptions/InvDesc_1153	Ahoy
InventoryItemNames/InvItem_1154	Sailor Shirt
InventoryItemDescriptions/InvDesc_1154	Ahoy
InventoryItemNames/InvItem_1155	Sailor Boots
InventoryItemDescriptions/InvDesc_1155	Ahoy
InventoryItemNames/InvItem_1156	Sailor Dress
InventoryItemDescriptions/InvDesc_1156	Ahoy
InventoryItemNames/InvItem_1157	Sport Glasses
InventoryItemDescriptions/InvDesc_1157	Glasses for running
InventoryItemNames/InvItem_1158	Marble
InventoryItemDescriptions/InvDesc_1158	Pretty white rock
InventoryItemNames/InvItem_1159	Dinner Set
InventoryItemDescriptions/InvDesc_1159	Ready for a meal
InventoryItemNames/InvItem_1160	Stack of Plates
InventoryItemDescriptions/InvDesc_1160	Clean or dirty?
InventoryItemNames/InvItem_1161	Bread Board
InventoryItemDescriptions/InvDesc_1161	Display Bread
InventoryItemNames/InvItem_1162	Wattle Brew Set
InventoryItemDescriptions/InvDesc_1162	Display Brew
InventoryItemNames/InvItem_1163	Ramp
InventoryItemDescriptions/InvDesc_1163	A ramp that uses the tile under it.
InventoryItemNames/InvItem_1164	Advanced Sling Shot
InventoryItemDescriptions/InvDesc_1164	Aim and fire.
InventoryItemNames/InvItem_1165	Berkonium Ore
InventoryItemDescriptions/InvDesc_1165	What a strange ore
InventoryItemNames/InvItem_1166	Berkonium Bar
InventoryItemDescriptions/InvDesc_1166	A bar of Berkonium
InventoryItemNames/InvItem_1167	Plant Hammer
InventoryItemDescriptions/InvDesc_1167	It's a bit snappy
InventoryItemNames/InvItem_1168	Raw Grub Meat
InventoryItemDescriptions/InvDesc_1168	Should I even eat this?
InventoryItemNames/InvItem_1169	Cooked Grub Meat
InventoryItemDescriptions/InvDesc_1169	I should totally eat this.
InventoryItemNames/InvItem_1170	Plant Book
InventoryItemDescriptions/InvDesc_1170	An original book that can identify and track plant growth.
InventoryItemNames/InvItem_1171	Traffic Cone
InventoryItemDescriptions/InvDesc_1171	Looks like a witch hat to me.
InventoryItemNames/InvItem_1172	Apple Jam
InventoryItemDescriptions/InvDesc_1172	Apple conserve
InventoryItemNames/InvItem_1173	Banana Jam
InventoryItemDescriptions/InvDesc_1173	Banana conserve
InventoryItemNames/InvItem_1174	Lime Jam
InventoryItemDescriptions/InvDesc_1174	Lime conserve
InventoryItemNames/InvItem_1175	Quandong Jam
InventoryItemDescriptions/InvDesc_1175	Quandong conserve
InventoryItemNames/InvItem_1176	Red Hibiscus
InventoryItemDescriptions/InvDesc_1176	A little bush with flowers
InventoryItemNames/InvItem_1177	Yellow Hibiscus
InventoryItemDescriptions/InvDesc_1177	A little bush with flowers
InventoryItemNames/InvItem_1178	Wide Brick Bridge
InventoryItemDescriptions/InvDesc_1178	Maybe you could cross the water on this?
InventoryItemNames/InvItem_1179	Improved Dirt Printer
InventoryItemDescriptions/InvDesc_1179	Prints dirt
InventoryItemNames/InvItem_1180	Improved Dirt Printer
InventoryItemDescriptions/InvDesc_1180	All outta dirt. It needs charging.
InventoryItemNames/InvItem_1181	Vine Festoon
InventoryItemDescriptions/InvDesc_1181	Viney
InventoryItemNames/InvItem_1182	Stone Wand
InventoryItemDescriptions/InvDesc_1182	Is this magic?
InventoryItemNames/InvItem_1183	Bottle Brush Vase
InventoryItemDescriptions/InvDesc_1183	Bottle Brush Vase
InventoryItemNames/InvItem_1184	Potted Lilly Pilly
InventoryItemDescriptions/InvDesc_1184	Potted Lilly Pilly
InventoryItemNames/InvItem_1185	Painted Lady Butterfly
InventoryItemDescriptions/InvDesc_1185	I can't see it
InventoryItemNames/InvItem_1186	Grass Yellow Butterfly
InventoryItemDescriptions/InvDesc_1186	A dink a dozen.
InventoryItemNames/InvItem_1187	Purple Azure Butterfly
InventoryItemDescriptions/InvDesc_1187	Is it purple or azure?
InventoryItemNames/InvItem_1188	Blast Furnace
InventoryItemDescriptions/InvDesc_1188	A mega furnace that can also process Berkonium Ore
InventoryItemNames/InvItem_1189	Improved Table Saw
InventoryItemDescriptions/InvDesc_1189	Can cut a lot of wood into a lot of planks.
InventoryItemNames/InvItem_1190	Ginger Shirt
InventoryItemDescriptions/InvDesc_1190	Fit for an emperor
InventoryItemNames/InvItem_1191	Purple Shorts
InventoryItemDescriptions/InvDesc_1191	Easy to wear!
InventoryItemNames/InvItem_1192	Improved Jack Hammer
InventoryItemDescriptions/InvDesc_1192	Hammer away at hard things.
InventoryItemNames/InvItem_1193	Empty Improved Jack Hammer
InventoryItemDescriptions/InvDesc_1193	It needs charging.
InventoryItemNames/InvItem_1194	Improved Compactor
InventoryItemDescriptions/InvDesc_1194	Smash that dirt to level
InventoryItemNames/InvItem_1195	Improved Compactor
InventoryItemDescriptions/InvDesc_1195	It needs charging.
InventoryItemNames/InvItem_1196	Jurd Shirt
InventoryItemDescriptions/InvDesc_1196	A shirt from Jurdville
InventoryItemNames/InvItem_1197	Mouth Almighty
InventoryItemDescriptions/InvDesc_1197	It keeps its eggs in its mouth.
InventoryItemNames/InvItem_1198	Bee Hood
InventoryItemDescriptions/InvDesc_1198	Buzz buzz
InventoryItemNames/InvItem_1199	Stone Sign
InventoryItemDescriptions/InvDesc_1199	Shows a message in stone
InventoryItemNames/InvItem_1200	Duck Canyon Shirt
InventoryItemDescriptions/InvDesc_1200	Not much but it fits the bill
InventoryItemNames/InvItem_1201	Tree House Shirt
InventoryItemDescriptions/InvDesc_1201	AJayy hideaway
InventoryItemNames/InvItem_1202	Soho Shirt
InventoryItemDescriptions/InvDesc_1202	Zockt on
InventoryItemNames/InvItem_1203	Spec Shirt
InventoryItemDescriptions/InvDesc_1203	It's got a spooky specter on it.
InventoryItemNames/InvItem_1204	Tom Shirt
InventoryItemDescriptions/InvDesc_1204	Please take your Ticket
InventoryItemNames/InvItem_1205	Penguin Hood
InventoryItemDescriptions/InvDesc_1205	Join Penguin Island
InventoryItemNames/InvItem_1206	Finch Hood
InventoryItemDescriptions/InvDesc_1206	Row of feathers
InventoryItemNames/InvItem_1207	Moxie Shirt
InventoryItemDescriptions/InvDesc_1207	You've got moxie, kid
InventoryItemNames/InvItem_1208	Tiger Hood
InventoryItemDescriptions/InvDesc_1208	Roar!
InventoryItemNames/InvItem_1209	Tongue
InventoryItemDescriptions/InvDesc_1209	A gross, long tongue
InventoryItemNames/InvItem_1210	Diggo Statue
InventoryItemDescriptions/InvDesc_1210	A cute old statue.
InventoryItemNames/InvItem_1211	Tongue Whip
InventoryItemDescriptions/InvDesc_1211	It licks
InventoryItemNames/InvItem_1212	Caito Shirt
InventoryItemDescriptions/InvDesc_1212	Spuddy good shirt.
InventoryItemNames/InvItem_1213	RileyKS Shirt
InventoryItemDescriptions/InvDesc_1213	It's Riley effective
InventoryItemNames/InvItem_1214	Sandwich Chalkboard
InventoryItemDescriptions/InvDesc_1214	Shows a message in chalk
InventoryItemNames/InvItem_1215	Bushlime Box
InventoryItemDescriptions/InvDesc_1215	A decorative box of fruit
InventoryItemNames/InvItem_1216	Banana Box
InventoryItemDescriptions/InvDesc_1216	A decorative box of fruit
InventoryItemNames/InvItem_1217	Apple Box
InventoryItemDescriptions/InvDesc_1217	A decorative box of fruit
InventoryItemNames/InvItem_1218	Quandong Box
InventoryItemDescriptions/InvDesc_1218	A decorative box of fruit
InventoryItemNames/InvItem_1219	Party Horn
InventoryItemDescriptions/InvDesc_1219	Annoying and fun
InventoryItemNames/InvItem_1220	Snag
InventoryItemDescriptions/InvDesc_1220	A rare delicacy 
InventoryItemNames/InvItem_1221	Balloon
InventoryItemDescriptions/InvDesc_1221	Who would have thought air could be so much fun?
InventoryItemNames/InvItem_1222	Dinkum Shirt
InventoryItemDescriptions/InvDesc_1222	What's a Dinkum?
InventoryItemNames/InvItem_1223	JB Shirt
InventoryItemDescriptions/InvDesc_1223	Thanks for playing
InventoryItemNames/InvItem_1224	Prize Ticket
InventoryItemDescriptions/InvDesc_1224	Can be redeemed for prizes at John's goods
InventoryItemNames/InvItem_1225	Dinkum Cap
InventoryItemDescriptions/InvDesc_1225	A snazzy hat
InventoryItemNames/InvItem_1226	Bubble Blower
InventoryItemDescriptions/InvDesc_1226	The fun never pops
InventoryItemNames/InvItem_1227	Croco Plush
InventoryItemDescriptions/InvDesc_1227	It's small and cute
InventoryItemNames/InvItem_1228	Frying pan
InventoryItemDescriptions/InvDesc_1228	Not just for frying
InventoryItemNames/InvItem_1229	Magpie Plush
InventoryItemDescriptions/InvDesc_1229	It's small and cute
InventoryItemNames/InvItem_1230	Mu Plush
InventoryItemDescriptions/InvDesc_1230	It's small and cute
InventoryItemNames/InvItem_1231	Red Bar Stool
InventoryItemDescriptions/InvDesc_1231	A red bar stool
InventoryItemNames/InvItem_1232	Raffle Wheel
InventoryItemDescriptions/InvDesc_1232	Take it for a spin
InventoryItemNames/InvItem_1233	Cape
InventoryItemDescriptions/InvDesc_1233	Who wears a cape?
InventoryItemNames/InvItem_1234	Anniversary Balloons
InventoryItemDescriptions/InvDesc_1234	Place 'em down
InventoryItemNames/InvItem_1235	Velvet Rope Fence
InventoryItemDescriptions/InvDesc_1235	Fancy rope used to separate things.
InventoryItemNames/InvItem_1236	Red Carpet Path
InventoryItemDescriptions/InvDesc_1236	Roll it out
InventoryItemNames/InvItem_1237	Seaweed
InventoryItemDescriptions/InvDesc_1237	It's like salty grass
InventoryItemNames/InvItem_1238	Seaweed Soup
InventoryItemDescriptions/InvDesc_1238	A salty treat
InventoryItemNames/InvItem_1239	Bush Devil Plush
InventoryItemDescriptions/InvDesc_1239	It's small and cute
InventoryItemNames/InvItem_1240	Camera Drone
InventoryItemDescriptions/InvDesc_1240	Take a selfie
InventoryItemNames/InvItem_1241	Frilly Plush
InventoryItemDescriptions/InvDesc_1241	It's small and cute
InventoryItemNames/InvItem_1242	Blue Hang Glider
InventoryItemDescriptions/InvDesc_1242	Float your day away.
InventoryItemNames/InvItem_1243	Pink Hang Glider
InventoryItemDescriptions/InvDesc_1243	Float your day away.
InventoryItemNames/InvItem_1244	Orange Hang Glider
InventoryItemDescriptions/InvDesc_1244	Float your day away.
InventoryItemNames/InvItem_1245	Purple Hang Glider
InventoryItemDescriptions/InvDesc_1245	Float your day away.
InventoryItemNames/InvItem_1246	Diggo Plush
InventoryItemDescriptions/InvDesc_1246	It's small and cute
InventoryItemNames/InvItem_1247	Gum Wood Market Stall
InventoryItemDescriptions/InvDesc_1247	A decorative stall for items
InventoryItemNames/InvItem_1248	Palm Wood Market Stall
InventoryItemDescriptions/InvDesc_1248	A decorative stall for items
InventoryItemNames/InvItem_1249	Gum Wood Arch
InventoryItemDescriptions/InvDesc_1249	Walk under it!
InventoryItemNames/InvItem_1250	Palm Wood Arch
InventoryItemDescriptions/InvDesc_1250	Walk under it!
InventoryItemNames/InvItem_1251	Hard Wood Arch
InventoryItemDescriptions/InvDesc_1251	Walk under it!
InventoryItemNames/InvItem_1252	Candelabra
InventoryItemDescriptions/InvDesc_1252	Makes a table
InventoryItemNames/InvItem_1253	White Gala Dress
InventoryItemDescriptions/InvDesc_1253	For a special occasion
InventoryItemNames/InvItem_1254	Wide Palm Wood Bridge
InventoryItemDescriptions/InvDesc_1254	Maybe you could cross the water on this?
InventoryItemNames/InvItem_1255	Pincher Plant Plush
InventoryItemDescriptions/InvDesc_1255	It's small and cute
InventoryItemNames/InvItem_1256	Fairy Light Wall
InventoryItemDescriptions/InvDesc_1256	Festive
InventoryItemNames/InvItem_1257	Tuxedo Jacket
InventoryItemDescriptions/InvDesc_1257	Real Sharp
InventoryItemNames/InvItem_1258	Tuxedo Pants
InventoryItemDescriptions/InvDesc_1258	These are some nice pants.
InventoryItemNames/InvItem_1259	Tuxedo Shoes
InventoryItemDescriptions/InvDesc_1259	Shoes for a tux
InventoryItemNames/InvItem_1260	Vine Wall
InventoryItemDescriptions/InvDesc_1260	A nice backdrop
InventoryItemNames/InvItem_1261	Statue
InventoryItemDescriptions/InvDesc_1261	A statue of a person
InventoryItemNames/InvItem_1262	Seamstress Dress
InventoryItemDescriptions/InvDesc_1262	It's got powerful energy
InventoryItemNames/InvItem_1263	Lab Coat
InventoryItemDescriptions/InvDesc_1263	For a scientist
InventoryItemNames/InvItem_1264	Bouquet Pot
InventoryItemDescriptions/InvDesc_1264	A bouquet in a pot.
InventoryItemNames/InvItem_1265	Black Hood
InventoryItemDescriptions/InvDesc_1265	A hood with a cape
InventoryItemNames/InvItem_1266	Ute
InventoryItemDescriptions/InvDesc_1266	Vroom Vroom
InventoryItemNames/InvItem_1267	Red Hood
InventoryItemDescriptions/InvDesc_1267	A red hood with a cape
InventoryItemNames/InvItem_1268	Tie Dye Pants
InventoryItemDescriptions/InvDesc_1268	Tied and dyed
InventoryItemNames/InvItem_1269	Tie Dye Shirt
InventoryItemDescriptions/InvDesc_1269	Tied and dyed
InventoryItemNames/InvItem_1270	Tie Dye Cap
InventoryItemDescriptions/InvDesc_1270	How do you tie a cap?
InventoryItemNames/InvItem_1271	Sugar Cane Crate
InventoryItemDescriptions/InvDesc_1271	A decorative box of fruit
InventoryItemNames/InvItem_1272	Cabbage Box
InventoryItemDescriptions/InvDesc_1272	A decorative box of fruit
InventoryItemNames/InvItem_1273	Carrot Box
InventoryItemDescriptions/InvDesc_1273	A decorative box of fruit
InventoryItemNames/InvItem_1274	Corn Box
InventoryItemDescriptions/InvDesc_1274	A decorative box of fruit
InventoryItemNames/InvItem_1275	Kale Box
InventoryItemDescriptions/InvDesc_1275	A decorative box of fruit
InventoryItemNames/InvItem_1276	Potato Box
InventoryItemDescriptions/InvDesc_1276	A decorative box of spuds
InventoryItemNames/InvItem_1277	Bottled Brush Set
InventoryItemDescriptions/InvDesc_1277	Display Brew
InventoryItemNames/InvItem_1278	Jelly Brew Set
InventoryItemDescriptions/InvDesc_1278	Display Brew
InventoryItemNames/InvItem_1279	Cooked Meat Plate
InventoryItemDescriptions/InvDesc_1279	Ready for a meal
InventoryItemNames/InvItem_1280	Cooked Drumstick Plate
InventoryItemDescriptions/InvDesc_1280	Ready for a meal
InventoryItemNames/InvItem_1281	Lamington Plate
InventoryItemDescriptions/InvDesc_1281	Ready for a meal
InventoryItemNames/InvItem_1282	Meat Pie Plate
InventoryItemDescriptions/InvDesc_1282	Ready for a meal
InventoryItemNames/InvItem_1283	Wheat Crate
InventoryItemDescriptions/InvDesc_1283	A decorative box of wheat
InventoryItemNames/InvItem_1284	Kanz Shirt
InventoryItemDescriptions/InvDesc_1284	It's dangerous to go alone!
InventoryItemNames/InvItem_1285	Tomato Box
InventoryItemDescriptions/InvDesc_1285	A decorative box of fruit
InventoryItemNames/InvItem_1286	Cheese Board
InventoryItemDescriptions/InvDesc_1286	Ready for a meal
InventoryItemNames/InvItem_1287	Cooked Croco Meat Plate
InventoryItemDescriptions/InvDesc_1287	Ready for a meal
InventoryItemNames/InvItem_1288	Pavlova Plate
InventoryItemDescriptions/InvDesc_1288	Ready for a meal
InventoryItemNames/InvItem_1289	Quiche Plate
InventoryItemDescriptions/InvDesc_1289	Ready for a meal
InventoryItemNames/InvItem_1290	Damper Plate
InventoryItemDescriptions/InvDesc_1290	Ready for a meal
InventoryItemNames/InvItem_1291	Sausage Roll Plate
InventoryItemDescriptions/InvDesc_1291	Ready for a meal
InventoryItemNames/InvItem_1292	Pastie Plate
InventoryItemDescriptions/InvDesc_1292	Ready for a meal
