Key	English	French	Russian	Chinese (Simplified)	Japanese	Korean	Chinese (Traditional)	Thai	Indonesian	Italian	Spanish (Latin Americas)	Portuguese	Turkish	German	Notes
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo0_Part1	Thanks, but she’s taken.þ					고마워요. 하지만 그녀는 잡혔어요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo0_Part2	No, I mean, I love your fashion!þ					아니, 내 말은, 난 네 패션이 마음에 든다는 거야!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo0_Part3	So does she, y’know?þ					그 사람도 마찬가지야, 알지?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo1_Part0	Where do you come up with your ideas?þ					아이디어는 어디서 나오나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo1_Part1	You just have to feel them, y’know?þ					그냥 느껴봐야 알죠?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo1_Part2	Like, kinda?þ					좀 그렇죠?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo1_Part3	So take that “kinda”, and just run with it!					그러니 그 "종류"를 가지고 그냥 실행하십시오!									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo2_Part0	I’m so exhausted from today.þ					오늘부터 너무 지쳤어요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo2_Part1	Oh, you should meditate more.þ					아, 명상을 더 해야 합니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo2_Part2	That’s like, doing nothing, right?þ					그건 아무것도 안 하는 것과 같죠?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo2_Part3	Sort of, but better, y’know?					좀 더 좋지만, 아시죠?									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo0_Part0	It’s pretty crazy you managed to make this happen.þ					당신이 이런 일이 일어나도록 관리했다는 것은 정말 미친 일입니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo0_Part1	Nothing crazy about it, just one foot in front of the other.þ					그것에 대해 미친 것은 없습니다. 단지 한 발이 다른 발 앞에 있습니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo0_Part2	Still, you like, started it all!þ					그래도 당신이 좋아하는 모든 것을 시작했습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo0_Part3	It’s like my Dad used to say. Get it done!					우리 아빠가 늘 말씀하셨던 것과 같아요. 완료하세요!									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo1_Part0	So how old are you? Like, really?þ					그럼 당신은 몇 살입니까? 정말요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo1_Part1	I can’t answer that!þ					나는 그것에 대답할 수 없다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo1_Part2	Oh, you poor thing. I guess your memory must be going…þ					아, 불쌍한 것. 아무래도 기억이 가물가물할 것 같은데...þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo1_Part3	What?! No! I mean, it’s none of your bloody business!þ					무엇?! 아니요! 내 말은, 그건 당신이 할 일이 아니야!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo2_Part0	Hey, you’ve got some real pep in your step today!þ					안녕하세요, 오늘 정말 활력이 넘쳤습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo2_Part1	Thanks dear. I’ve been doing my morning stretches every day this week.þ					고마워요. 이번주에는 매일 아침 스트레칭을 했어요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo2_Part2	Well, keep at it, because it’s really working for you. You look amazing!þ					글쎄요, 계속하세요. 정말 효과가 있으니까요. 정말 대단해 보여요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo2_Part3	I sure will. So, which licences did you want to talk about?þ					꼭 그럴 거예요. 그렇다면 어떤 라이선스에 대해 이야기하고 싶으신가요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo2_Part4	How did you know I like, wanted something?þ					내가 뭔가를 좋아하고 원하는 걸 어떻게 알았나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Fletch_Convo2_Part5	You couldn’t be more obvious with a sign around your neck, I tell you what!þ					목 주위에 표시가 있으면 더 분명해질 수 없습니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo0_Part0	Do you like, always speak your mind?þ					당신은 항상 당신의 마음을 말하는 것을 좋아합니까?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo0_Part1	Approximately five percent of it, yes.þ					대략 5% 정도죠. 그렇습니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo0_Part2	What’s in the rest?þ					나머지는 무엇입니까?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo0_Part3	It is beyond words.þ					그것은 말을 넘어선 것입니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo0_Part4	Oh, so like, numbers and stuff?þ					아, 그럼 숫자 같은 거요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo1_Part0	Do you ever miss South City?þ					사우스 시티를 그리워한 적 있나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo1_Part1	Only the Blobfish. þ					블롭피쉬만요. þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo1_Part2	I heard they were like, completely bland and flavourlessþ.					완전 밋밋하고 맛이 없다고 들었는데þ.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo1_Part3	Precisely. They were not distracting.þ					정확하게. 그들은 주의를 산만하게 하지 않았습니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo2_Part0	I think you’d really enjoy gardeningþ.					내 생각엔 너는 정원 가꾸기를 정말 좋아할 것 같아þ.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo2_Part1	Why do you say that?þ					왜 그런 말을 합니까?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo2_Part2	It can be really, like, chill?þ					정말 냉정해질 수 있나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo2_Part3	I am quite “chill” enough.þ					나는 충분히 "차갑다".þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Franklyn_Convo2_Part4	Um… if you say so…þ					음... 그렇게 말하면...þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo0_Part0	I love how much attention you give to your critters.þ					나는 당신이 동물에게 얼마나 많은 관심을 기울이는지 좋아합니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo0_Part1	They sure deserve it. We’re lucky to have them around.þþ					그들은 확실히 그럴 자격이 있습니다. 우리 주변에 그런 사람들이 있다는 것은 행운입니다.þþ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo0_Part2	Awwww, that’s so sweet!þ					아아아, 정말 달콤해요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo0_Part3	Really though, I mean, how lucky are we? Unreal!þ					그런데 정말로, 내 말은, 우리는 얼마나 운이 좋은 걸까요? 언리얼!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo1_Part0	Croco’s are like, so scary!þ					악어는 정말 무섭습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo1_Part1	Nah, they’re just misunderstood.þ					아니, 그들은 단지 오해를 받고 있을 뿐입니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo1_Part2	All those teeth, and they’re not afraid to use them!þ					그 많은 이빨들, 그들은 그것을 사용하는 것을 두려워하지 않습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo1_Part3	They just like to keep to themselves, I reckon.þ					내 생각에는 그들은 단지 자기들끼리만 있기를 좋아하는 것 같다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo2_Part0	Do the Wary Mus scare you?þ					Wary Mus가 당신을 겁주나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo2_Part1	Oh, those critters can sure run!þ					아, 그 동물들은 확실히 달릴 수 있어요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo2_Part2	I know, right? It’s like, calm down guys, I was leaving!þ					나도 알아, 그렇지? 진정하세요 여러분, 제가 떠날 예정이었습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Irwin_Convo2_Part3	Such amazing critters, and the size of those eggs!þ					정말 놀라운 동물들과 그 알의 크기!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo0_Part0	Do you miss your family a lot?þ					가족이 많이 그리워지시나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo0_Part1	I still keep in touch with my brother.þ					아직도 동생이랑 연락하고 지냅니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo0_Part2	That’s so sweet.þ					정말 달콤해요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo0_Part3	You haven’t seen your family?þ					가족을 못 봤나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo0_Part4	Not for a while… it’s complicated.þ					한동안은 아니고… 복잡해요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo1_Part0	I don’t think I really need that?þ					나한테는 그게 별로 필요 없을 것 같은데?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo1_Part1	It’s top of the line, it’ll save you heaps of time!þ					최고 수준이므로 시간을 많이 절약할 수 있습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo1_Part2	But like, I don’t really fish?þ					그런데 제가 낚시를 별로 안 하는 걸까요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo1_Part3	Well, why not start today?					자, 오늘부터 시작해 보는 건 어떨까요?									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo2_Part0	Are your bananas ethically sourced?þ					귀하의 바나나는 윤리적으로 공급됩니까?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo2_Part1	What? I don’t think the trees mindþ.þ					무엇? 나무는 별로 신경쓰지 않는 것 같아요þ.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo2_Part2	Are they like, sustainable trees?þ					지속 가능한 나무 같나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_John_Convo2_Part3	They haven’t fallen over yet!þ					아직 넘어지지 않았어요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo0_Part0	I love your work. It’s a shame about the trees though.þ					나는 당신의 일을 사랑합니다. 그래도 나무가 아쉽네요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo0_Part1	Trees? Nah, I only use logs and planks.þ					나무? 아뇨, 저는 통나무와 판자만 사용해요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo0_Part2	Yeah but, they used to be trees, right?þ					응, 그런데 원래는 나무였지?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo0_Part3	Well, we all gotta start somewhere.					글쎄, 우리 모두 어딘가에서 시작해야 해.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo1_Part0	Where’d you learn to make things?þ					물건 만드는 법은 어디서 배웠나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo1_Part1	Here and there.þ					이리저리.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo1_Part2	Oh, you like, taught yourself?þ					아, 스스로 가르쳤나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo1_Part3	Nah, I reckon the splinters taught me pretty well.þ					아니, 파편이 나에게 꽤 잘 가르쳐 준 것 같아요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo2_Part0	You seem like, really sad sometimes.þ					당신은 가끔 정말 슬픈 것 같아요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo2_Part1	Just me face, I reckon.þ					내 생각엔 그냥 내 얼굴인 것 같아.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo2_Part2	So really you’re secretly feelin’ bonza?þ					그럼 정말 당신은 비밀리에 기분이 좋아졌나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo2_Part3	I get by, yeah.þ					난 괜찮아요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo2_Part4	I’m gonna take that as a yesþ.					나는 그것을 그렇다고 받아들일 것이다þ.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Melvin_Convo2_Part5	Righto.þ					맞아요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo0_Part0	I just think like, money’s not everything?þ					그냥 돈이 전부는 아닌 것 같아요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo0_Part1	That’s preposterous!þ					말도 안 돼요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo0_Part2	There’s like, other things out there…þ					거기에는 다른 것들이 있습니다 ...þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo0_Part3	And only one thing that matters!þ					그리고 중요한 건 딱 하나!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo1_Part0	You could be a little nicer sometimes…þ					가끔은 좀 더 친절해지면 되지...þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo1_Part1	Nicer? Where does nice get anybody?þ					더 좋은가요? 좋은 사람은 어디서 얻나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo1_Part2	It doesn’t like, cost anything to be nice.þ					마음에 들지 않습니다. 친절하려면 비용이 많이 듭니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo1_Part3	Hmph. It doesn’t pay anything either!þ					흠. 아무것도 지불하지 않습니다!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo2_Part0	Is that like, an old person thing?þ					그거, 노인 얘기 같은 거야?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo2_Part1	Old?! I’m in the prime of my life!þ					오래된?! 나는 내 인생의 전성기에 있어요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo2_Part2	Oh! I didn’t mean to offend you!þ					오! 당신을 화나게 하려는 의도는 아니었어요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Milburn_Convo2_Part3	Hmph.					흠.					Pfff.				
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part0	Have you ever used a scythe?þ					낫을 사용해 본 적이 있나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part1	Who told you that?!þ					누가 그런 말을 했어?!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part2	N-n-nobody, I just, like, wheat is like hair, right?þ					아-아-아무도, 난 그냥 밀이 머리카락이랑 비슷하지 않나?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part3	You’d think so…þ					그렇게 생각하실 텐데요…þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part4	Um…þ					음…þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part5	You’d be wrong.þ					당신은 틀렸을 것입니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo0_Part6	Oh…					오…									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo1_Part0	So like, how’s the salon thing going?þ					그럼 미용실 일은 잘 되어가나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo1_Part1	A little quiet actually, lately. Were you thinking of popping in?þ					사실 최근에는 좀 조용했어요. 혹시 튀어나올 생각이었어?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo1_Part2	No way! Um, I mean, I was thinking of growing it out a little.þ					안 돼요! 음, 좀 더 키워볼까 생각하고 있었거든요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo1_Part3	Right, yeah, of course. If you change your mind though, you know where to find me.þ					그렇죠, 물론이죠. 그래도 마음이 바뀌면 나를 어디서 찾을 수 있는지 알 수 있을 거예요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo1_Part4	Totally. Awesome.þ					완전히. 엄청난.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part0	So I heard you used to mine?þ					그럼 당신이 나한테 익숙했다고 들었어?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part1	Yeah. Back in <SouthCity> for a while.þ					응. 잠시 <SouthCity>로 돌아왔습니다.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part2	I bet things can get pretty freaky-deaky when you get super deep down, huh?þ					당신이 아주 깊이 들어가면 상황이 꽤 이상해질 수 있을 것 같아요, 그렇죠?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part3	Definitely. I think you’d like it though.þ					분명히. 그래도 좋아할 것 같아요.þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part4	What makes you say that?þ					왜 그런 말을 하게 됐나요?þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part5	There’s all sorts of weird and whacky plants down there! One of them even tried to eat me!þ					거기에는 온갖 종류의 이상하고 별난 식물들이 있어요! 그 중 한 명은 나를 잡아먹으려고까지 했어요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Sally_Convo2_Part6	Oh wow! Now those? Those I have to see. Like, for reals.					아 와! 이제 그거요? 내가 봐야 할 것들. 진짜로요.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Shiela_Convo0_Part0	Have you ever like, tried going vegan?þ					완전 채식을 시도해 본 적이 있나요?þ									
